,front_right,front_left,rear_right,rear_left,time,d_locrot_theta,d_local_xy,x,y,global_theta,d_trans,d_rot1,d_rot2
159,0.0,0.0,0.0,0.0,1298445278.506698,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,1298445278.532101,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,1298445278.556204,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,1298445278.581953,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,1298445278.606219,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,1298445278.646993,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,1298445278.668475,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,1298445278.696176,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,1298445278.727166,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,1298445278.752067,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,1298445278.768204,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,1298445278.791405,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,1298445278.805291,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,1298445278.832092,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,1298445278.87765,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,1298445278.884596,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,1298445278.90625,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,1298445278.931431,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,1298445278.954818,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,1298445278.981333,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,1298445279.006305,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,1298445279.031557,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,1298445279.054009,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,1298445279.081733,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,1298445279.106278,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,1298445279.13104,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,1298445279.153787,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,1298445279.181366,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,1298445279.205644,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,1298445279.23122,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,1298445279.254634,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,1298445279.28135,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,1298445279.307258,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,1298445279.331459,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,1298445279.354074,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,1298445279.380116,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,1298445279.407394,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,1298445279.430564,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,1298445279.452725,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,1298445279.480263,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,1298445279.507219,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,1298445279.530595,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,1298445279.553008,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,1298445279.579839,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,1298445279.607368,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,1298445279.644053,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,1298445279.662926,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,1298445279.684011,0.0,"(0.0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
